District,Year,Zn_%,Fe_%,Cu_%,Mn_%,B_%,S_%,Projected_Price_INR_per_Acre
Palghar,2023,60.86,85.76,99.98,99.88,29.93,45.1,1420795.4
Palghar,2022,60.86,85.76,99.98,99.88,29.93,45.1,1337219.2
Palghar,2021,60.86,85.76,99.98,99.88,29.93,45.1,1253643
Palghar,2025,60.86,85.76,99.98,99.88,29.93,45.1,1636021.6
Palghar,2024,60.86,85.76,99.98,99.88,29.93,45.1,1549915.2
Palghar,2023,60.86,85.76,99.98,99.88,29.93,45.1,1463808.8
Palghar,2022,60.86,85.76,99.98,99.88,29.93,45.1,1377702.4
Palghar,2021,60.86,85.76,99.98,99.88,29.93,45.1,1291596
Palghar,2025,60.86,85.76,99.98,99.88,29.93,45.1,1625190.65
Palghar,2024,60.86,85.76,99.98,99.88,29.93,45.1,1539654.3
Palghar,2023,60.86,85.76,99.98,99.88,29.93,45.1,1454117.95
Palghar,2022,60.86,85.76,99.98,99.88,29.93,45.1,1368581.6
Palghar,2021,60.86,85.76,99.98,99.88,29.93,45.1,1283045.25
Palghar,2025,60.86,85.76,99.98,99.88,29.93,45.1,1724883.65
Palghar,2024,60.86,85.76,99.98,99.88,29.93,45.1,1634100.3
Palghar,2023,60.86,85.76,99.98,99.88,29.93,45.1,1543316.95
Palghar,2022,60.86,85.76,99.98,99.88,29.93,45.1,1452533.6
Palghar,2021,60.86,85.76,99.98,99.88,29.93,45.1,1361750.25
Parbhani,2025,51.9,50.26,82.01,96.97,45.24,17.72,1514365.55
Parbhani,2024,51.9,50.26,82.01,96.97,45.24,17.72,1434662.1
Parbhani,2023,51.9,50.26,82.01,96.97,45.24,17.72,1354958.65
Parbhani,2022,51.9,50.26,82.01,96.97,45.24,17.72,1275255.2
Parbhani,2021,51.9,50.26,82.01,96.97,45.24,17.72,1195551.75
Parbhani,2025,51.9,50.26,82.01,96.97,45.24,17.72,1653009.5
Parbhani,2024,51.9,50.26,82.01,96.97,45.24,17.72,1566009
Parbhani,2023,51.9,50.26,82.01,96.97,45.24,17.72,1479008.5
Parbhani,2022,51.9,50.26,82.01,96.97,45.24,17.72,1392008
Parbhani,2021,51.9,50.26,82.01,96.97,45.24,17.72,1305007.5
Parbhani,2025,51.9,50.26,82.01,96.97,45.24,17.72,1826044.4
Parbhani,2024,51.9,50.26,82.01,96.97,45.24,17.72,1729936.8
Parbhani,2023,51.9,50.26,82.01,96.97,45.24,17.72,1633829.2
Parbhani,2022,51.9,50.26,82.01,96.97,45.24,17.72,1537721.6
Parbhani,2021,51.9,50.26,82.01,96.97,45.24,17.72,1441614
Parbhani,2025,51.9,50.26,82.01,96.97,45.24,17.72,1889866.35
Parbhani,2024,51.9,50.26,82.01,96.97,45.24,17.72,1790399.7
Parbhani,2023,51.9,50.26,82.01,96.97,45.24,17.72,1690933.05
Parbhani,2022,51.9,50.26,82.01,96.97,45.24,17.72,1591466.4
Parbhani,2021,51.9,50.26,82.01,96.97,45.24,17.72,1491999.75
Parbhani,2025,51.9,50.26,82.01,96.97,45.24,17.72,2037435.55
Parbhani,2024,51.9,50.26,82.01,96.97,45.24,17.72,1930202.1
Parbhani,2023,51.9,50.26,82.01,96.97,45.24,17.72,1822968.65
Parbhani,2022,51.9,50.26,82.01,96.97,45.24,17.72,1715735.2
Parbhani,2021,51.9,50.26,82.01,96.97,45.24,17.72,1608501.75
Pune,2025,46.57,19.8,96.17,64.96,49.78,35.41,1643661.5
Pune,2024,46.57,19.8,96.17,64.96,49.78,35.41,1557153
Pune,2023,46.57,19.8,96.17,64.96,49.78,35.41,1470644.5
Pune,2022,46.57,19.8,96.17,64.96,49.78,35.41,1384136
Pune,2021,46.57,19.8,96.17,64.96,49.78,35.41,1297627.5
Pune,2025,46.57,19.8,96.17,64.96,49.78,35.41,1754482.8
Pune,2024,46.57,19.8,96.17,64.96,49.78,35.41,1662141.6
Pune,2023,46.57,19.8,96.17,64.96,49.78,35.41,1569800.4
Pune,2022,46.57,19.8,96.17,64.96,49.78,35.41,1477459.2
Pune,2021,46.57,19.8,96.17,64.96,49.78,35.41,1385118
Pune,2025,46.57,19.8,96.17,64.96,49.78,35.41,1835628.95
Pune,2024,46.57,19.8,96.17,64.96,49.78,35.41,1739016.9
Pune,2023,46.57,19.8,96.17,64.96,49.78,35.41,1642404.85
Pune,2022,46.57,19.8,96.17,64.96,49.78,35.41,1545792.8
Pune,2021,46.57,19.8,96.17,64.96,49.78,35.41,1449180.75
Pune,2025,46.57,19.8,96.17,64.96,49.78,35.41,1941390.55
Pune,2024,46.57,19.8,96.17,64.96,49.78,35.41,1839212.1
Pune,2023,46.57,19.8,96.17,64.96,49.78,35.41,1737033.65
Pune,2022,46.57,19.8,96.17,64.96,49.78,35.41,1634855.2
Pune,2021,46.57,19.8,96.17,64.96,49.78,35.41,1532676.75
Pune,2025,46.57,19.8,96.17,64.96,49.78,35.41,1929578.25
Pune,2024,46.57,19.8,96.17,64.96,49.78,35.41,1828021.5
Pune,2023,46.57,19.8,96.17,64.96,49.78,35.41,1726464.75
Pune,2022,46.57,19.8,96.17,64.96,49.78,35.41,1624908
Pune,2021,46.57,19.8,96.17,64.96,49.78,35.41,1523351.25
Raigad,2025,81.35,71.76,99.91,99.03,30.76,57.27,1695676.85
Raigad,2024,81.35,71.76,99.91,99.03,30.76,57.27,1606430.7
Raigad,2023,81.35,71.76,99.91,99.03,30.76,57.27,1517184.55
Raigad,2022,81.35,71.76,99.91,99.03,30.76,57.27,1427938.4
Raigad,2021,81.35,71.76,99.91,99.03,30.76,57.27,1338692.25
Raigad,2025,81.35,71.76,99.91,99.03,30.76,57.27,1883312.3
Raigad,2024,81.35,71.76,99.91,99.03,30.76,57.27,1784190.6
Raigad,2023,81.35,71.76,99.91,99.03,30.76,57.27,1685068.9
Raigad,2022,81.35,71.76,99.91,99.03,30.76,57.27,1585947.2
Raigad,2021,81.35,71.76,99.91,99.03,30.76,57.27,1486825.5
Raigad,2025,81.35,71.76,99.91,99.03,30.76,57.27,1834752.1
Raigad,2024,81.35,71.76,99.91,99.03,30.76,57.27,1738186.2
Raigad,2023,81.35,71.76,99.91,99.03,30.76,57.27,1641620.3
Raigad,2022,81.35,71.76,99.91,99.03,30.76,57.27,1545054.4
Raigad,2021,81.35,71.76,99.91,99.03,30.76,57.27,1448488.5
Raigad,2025,81.35,71.76,99.91,99.03,30.76,57.27,2095074.9
Raigad,2024,81.35,71.76,99.91,99.03,30.76,57.27,1984807.8
Raigad,2023,81.35,71.76,99.91,99.03,30.76,57.27,1874540.7
Raigad,2022,81.35,71.76,99.91,99.03,30.76,57.27,1764273.6
Raigad,2021,81.35,71.76,99.91,99.03,30.76,57.27,1654006.5
Raigad,2025,81.35,71.76,99.91,99.03,30.76,57.27,2112975.75
Raigad,2024,81.35,71.76,99.91,99.03,30.76,57.27,2001766.5
Raigad,2023,81.35,71.76,99.91,99.03,30.76,57.27,1890557.25
Raigad,2022,81.35,71.76,99.91,99.03,30.76,57.27,1779348
Raigad,2021,81.35,71.76,99.91,99.03,30.76,57.27,1668138.75
Ratnagiri,2025,80.2,97.37,98.72,99.76,73.08,84.61,1810581.25
Ratnagiri,2024,80.2,97.37,98.72,99.76,73.08,84.61,1715287.5
Ratnagiri,2023,80.2,97.37,98.72,99.76,73.08,84.61,1619993.75
Ratnagiri,2022,80.2,97.37,98.72,99.76,73.08,84.61,1524700
Ratnagiri,2021,80.2,97.37,98.72,99.76,73.08,84.61,1429406.25
Ratnagiri,2025,80.2,97.37,98.72,99.76,73.08,84.61,1923826.95
Ratnagiri,2024,80.2,97.37,98.72,99.76,73.08,84.61,1822572.9
Ratnagiri,2023,80.2,97.37,98.72,99.76,73.08,84.61,1721318.85
Ratnagiri,2022,80.2,97.37,98.72,99.76,73.08,84.61,1620064.8
Ratnagiri,2021,80.2,97.37,98.72,99.76,73.08,84.61,1518810.75
Ratnagiri,2025,80.2,97.37,98.72,99.76,73.08,84.61,1966958.85
Ratnagiri,2024,80.2,97.37,98.72,99.76,73.08,84.61,1863434.7
Ratnagiri,2023,80.2,97.37,98.72,99.76,73.08,84.61,1759910.55
Ratnagiri,2022,80.2,97.37,98.72,99.76,73.08,84.61,1656386.4
Ratnagiri,2021,80.2,97.37,98.72,99.76,73.08,84.61,1552862.25
Ratnagiri,2025,80.2,97.37,98.72,99.76,73.08,84.61,2299503.5
Ratnagiri,2024,80.2,97.37,98.72,99.76,73.08,84.61,2178477
Ratnagiri,2023,80.2,97.37,98.72,99.76,73.08,84.61,2057450.5
Ratnagiri,2022,80.2,97.37,98.72,99.76,73.08,84.61,1936424
Ratnagiri,2021,80.2,97.37,98.72,99.76,73.08,84.61,1815397.5
Ratnagiri,2025,80.2,97.37,98.72,99.76,73.08,84.61,2220068.3
Ratnagiri,2024,80.2,97.37,98.72,99.76,73.08,84.61,2103222.6
Ratnagiri,2023,80.2,97.37,98.72,99.76,73.08,84.61,1986376.9
Ratnagiri,2022,80.2,97.37,98.72,99.76,73.08,84.61,1869531.2
Ratnagiri,2021,80.2,97.37,98.72,99.76,73.08,84.61,1752685.5
Sangli,2025,54.88,54.98,95.81,87.42,76.54,70.21,1873210
Sangli,2024,54.88,54.98,95.81,87.42,76.54,70.21,1774620
Sangli,2023,54.88,54.98,95.81,87.42,76.54,70.21,1676030
Sangli,2022,54.88,54.98,95.81,87.42,76.54,70.21,1577440
Sangli,2021,54.88,54.98,95.81,87.42,76.54,70.21,1478850
Sangli,2025,54.88,54.98,95.81,87.42,76.54,70.21,2048930.55
Sangli,2024,54.88,54.98,95.81,87.42,76.54,70.21,1941092.1
Sangli,2023,54.88,54.98,95.81,87.42,76.54,70.21,1833253.65
Sangli,2022,54.88,54.98,95.81,87.42,76.54,70.21,1725415.2
Sangli,2021,54.88,54.98,95.81,87.42,76.54,70.21,1617576.75
Sangli,2025,54.88,54.98,95.81,87.42,76.54,70.21,2136006.6
Sangli,2024,54.88,54.98,95.81,87.42,76.54,70.21,2023585.2
Sangli,2023,54.88,54.98,95.81,87.42,76.54,70.21,1911163.8
Sangli,2022,54.88,54.98,95.81,87.42,76.54,70.21,1798742.4
Sangli,2021,54.88,54.98,95.81,87.42,76.54,70.21,1686321
Sangli,2025,54.88,54.98,95.81,87.42,76.54,70.21,2336941.1
Sangli,2024,54.88,54.98,95.81,87.42,76.54,70.21,2213944.2
Sangli,2023,54.88,54.98,95.81,87.42,76.54,70.21,2090947.3
Sangli,2022,54.88,54.98,95.81,87.42,76.54,70.21,1967950.4
Sangli,2021,54.88,54.98,95.81,87.42,76.54,70.21,1844953.5
Sangli,2025,54.88,54.98,95.81,87.42,76.54,70.21,2357946.55
Sangli,2024,54.88,54.98,95.81,87.42,76.54,70.21,2233844.1
Sangli,2023,54.88,54.98,95.81,87.42,76.54,70.21,2109741.65
Sangli,2022,54.88,54.98,95.81,87.42,76.54,70.21,1985639.2
Sangli,2021,54.88,54.98,95.81,87.42,76.54,70.21,1861536.75
Satara,2025,38.63,40.48,92.32,59.13,67.24,55.89,2004122.85
Satara,2024,38.63,40.48,92.32,59.13,67.24,55.89,1898642.7
Satara,2023,38.63,40.48,92.32,59.13,67.24,55.89,1793162.55
Satara,2022,38.63,40.48,92.32,59.13,67.24,55.89,1687682.4
Satara,2021,38.63,40.48,92.32,59.13,67.24,55.89,1582202.25
Satara,2025,38.63,40.48,92.32,59.13,67.24,55.89,2146083.25
Satara,2024,38.63,40.48,92.32,59.13,67.24,55.89,2033131.5
Satara,2023,38.63,40.48,92.32,59.13,67.24,55.89,1920179.75
Satara,2022,38.63,40.48,92.32,59.13,67.24,55.89,1807228
Satara,2021,38.63,40.48,92.32,59.13,67.24,55.89,1694276.25
Satara,2025,38.63,40.48,92.32,59.13,67.24,55.89,2144276.35
Satara,2024,38.63,40.48,92.32,59.13,67.24,55.89,2031419.7
Satara,2023,38.63,40.48,92.32,59.13,67.24,55.89,1918563.05
Satara,2022,38.63,40.48,92.32,59.13,67.24,55.89,1805706.4
Satara,2021,38.63,40.48,92.32,59.13,67.24,55.89,1692849.75
Satara,2025,38.63,40.48,92.32,59.13,67.24,55.89,2522118.9
Satara,2024,38.63,40.48,92.32,59.13,67.24,55.89,2389375.8
Satara,2023,38.63,40.48,92.32,59.13,67.24,55.89,2256632.7
Satara,2022,38.63,40.48,92.32,59.13,67.24,55.89,2123889.6
Satara,2021,38.63,40.48,92.32,59.13,67.24,55.89,1991146.5
Satara,2025,38.63,40.48,92.32,59.13,67.24,55.89,2568745.85
Satara,2024,38.63,40.48,92.32,59.13,67.24,55.89,2433548.7
Satara,2023,38.63,40.48,92.32,59.13,67.24,55.89,2298351.55
Satara,2022,38.63,40.48,92.32,59.13,67.24,55.89,2163154.4
Satara,2021,38.63,40.48,92.32,59.13,67.24,55.89,2027957.25
Sindhudurg,2025,66.35,97.89,97.77,99,34.02,43.65,2053776.5
Sindhudurg,2024,66.35,97.89,97.77,99,34.02,43.65,1945683
Sindhudurg,2023,66.35,97.89,97.77,99,34.02,43.65,1837589.5
Sindhudurg,2022,66.35,97.89,97.77,99,34.02,43.65,1729496
Sindhudurg,2021,66.35,97.89,97.77,99,34.02,43.65,1621402.5
Sindhudurg,2025,66.35,97.89,97.77,99,34.02,43.65,2194483.85
Sindhudurg,2024,66.35,97.89,97.77,99,34.02,43.65,2078984.7
Sindhudurg,2023,66.35,97.89,97.77,99,34.02,43.65,1963485.55
Sindhudurg,2022,66.35,97.89,97.77,99,34.02,43.65,1847986.4
Sindhudurg,2021,66.35,97.89,97.77,99,34.02,43.65,1732487.25
Sindhudurg,2025,66.35,97.89,97.77,99,34.02,43.65,2289850.55
Sindhudurg,2024,66.35,97.89,97.77,99,34.02,43.65,2169332.1
Sindhudurg,2023,66.35,97.89,97.77,99,34.02,43.65,2048813.65
Sindhudurg,2022,66.35,97.89,97.77,99,34.02,43.65,1928295.2
Sindhudurg,2021,66.35,97.89,97.77,99,34.02,43.65,1807776.75
Sindhudurg,2025,66.35,97.89,97.77,99,34.02,43.65,2574111.45
Sindhudurg,2024,66.35,97.89,97.77,99,34.02,43.65,2438631.9
Sindhudurg,2023,66.35,97.89,97.77,99,34.02,43.65,2303152.35
Sindhudurg,2022,66.35,97.89,97.77,99,34.02,43.65,2167672.8
Sindhudurg,2021,66.35,97.89,97.77,99,34.02,43.65,2032193.25
Sindhudurg,2025,66.35,97.89,97.77,99,34.02,43.65,2730741.75
Sindhudurg,2024,66.35,97.89,97.77,99,34.02,43.65,2587018.5
Sindhudurg,2023,66.35,97.89,97.77,99,34.02,43.65,2443295.25
Sindhudurg,2022,66.35,97.89,97.77,99,34.02,43.65,2299572
Sindhudurg,2021,66.35,97.89,97.77,99,34.02,43.65,2155848.75
Solapur,2025,35.88,11.51,93.06,53.14,41.05,35.56,2138706.5
Solapur,2024,35.88,11.51,93.06,53.14,41.05,35.56,2026143
Solapur,2023,35.88,11.51,93.06,53.14,41.05,35.56,1913579.5
Solapur,2022,35.88,11.51,93.06,53.14,41.05,35.56,1801016
Solapur,2021,35.88,11.51,93.06,53.14,41.05,35.56,1688452.5
Solapur,2025,35.88,11.51,93.06,53.14,41.05,35.56,2238143
Solapur,2024,35.88,11.51,93.06,53.14,41.05,35.56,2120346
Solapur,2023,35.88,11.51,93.06,53.14,41.05,35.56,2002549
Solapur,2022,35.88,11.51,93.06,53.14,41.05,35.56,1884752
Solapur,2021,35.88,11.51,93.06,53.14,41.05,35.56,1766955
Solapur,2025,35.88,11.51,93.06,53.14,41.05,35.56,2495782.05
Solapur,2024,35.88,11.51,93.06,53.14,41.05,35.56,2364425.1
Solapur,2023,35.88,11.51,93.06,53.14,41.05,35.56,2233068.15
Solapur,2022,35.88,11.51,93.06,53.14,41.05,35.56,2101711.2
Solapur,2021,35.88,11.51,93.06,53.14,41.05,35.56,1970354.25
Solapur,2025,35.88,11.51,93.06,53.14,41.05,35.56,2462904.45
Solapur,2024,35.88,11.51,93.06,53.14,41.05,35.56,2333277.9
Solapur,2023,35.88,11.51,93.06,53.14,41.05,35.56,2203651.35
Solapur,2022,35.88,11.51,93.06,53.14,41.05,35.56,2074024.8
Solapur,2021,35.88,11.51,93.06,53.14,41.05,35.56,1944398.25
Solapur,2025,35.88,11.51,93.06,53.14,41.05,35.56,2998010
Solapur,2024,35.88,11.51,93.06,53.14,41.05,35.56,2840220
Solapur,2023,35.88,11.51,93.06,53.14,41.05,35.56,2682430
Solapur,2022,35.88,11.51,93.06,53.14,41.05,35.56,2524640
Solapur,2021,35.88,11.51,93.06,53.14,41.05,35.56,2366850
Thane,2025,88.76,97.09,99.75,98.86,19.88,85.23,1445776.5
Thane,2024,88.76,97.09,99.75,98.86,19.88,85.23,1369683
Thane,2023,88.76,97.09,99.75,98.86,19.88,85.23,1293589.5
Thane,2022,88.76,97.09,99.75,98.86,19.88,85.23,1217496
Thane,2021,88.76,97.09,99.75,98.86,19.88,85.23,1141402.5
Thane,2025,88.76,97.09,99.75,98.86,19.88,85.23,1586154.2
Thane,2024,88.76,97.09,99.75,98.86,19.88,85.23,1502672.4
Thane,2023,88.76,97.09,99.75,98.86,19.88,85.23,1419190.6
Thane,2022,88.76,97.09,99.75,98.86,19.88,85.23,1335708.8
Thane,2021,88.76,97.09,99.75,98.86,19.88,85.23,1252227
Thane,2025,88.76,97.09,99.75,98.86,19.88,85.23,1716990.1
Thane,2024,88.76,97.09,99.75,98.86,19.88,85.23,1626622.2
Thane,2023,88.76,97.09,99.75,98.86,19.88,85.23,1536254.3
Thane,2022,88.76,97.09,99.75,98.86,19.88,85.23,1445886.4
Thane,2021,88.76,97.09,99.75,98.86,19.88,85.23,1355518.5
Thane,2025,88.76,97.09,99.75,98.86,19.88,85.23,1809095.45
Thane,2024,88.76,97.09,99.75,98.86,19.88,85.23,1713879.9
Thane,2023,88.76,97.09,99.75,98.86,19.88,85.23,1618664.35
Thane,2022,88.76,97.09,99.75,98.86,19.88,85.23,1523448.8
Thane,2021,88.76,97.09,99.75,98.86,19.88,85.23,1428233.25
Thane,2025,88.76,97.09,99.75,98.86,19.88,85.23,1711668.2
Thane,2024,88.76,97.09,99.75,98.86,19.88,85.23,1621580.4
Thane,2023,88.76,97.09,99.75,98.86,19.88,85.23,1531492.6
Thane,2022,88.76,97.09,99.75,98.86,19.88,85.23,1441404.8
Thane,2021,88.76,97.09,99.75,98.86,19.88,85.23,1351317
Wardha,2025,16.63,5.98,96.9,82.21,42.74,30.55,1515556.85
Wardha,2024,16.63,5.98,96.9,82.21,42.74,30.55,1435790.7
Wardha,2023,16.63,5.98,96.9,82.21,42.74,30.55,1356024.55
Wardha,2022,16.63,5.98,96.9,82.21,42.74,30.55,1276258.4
Wardha,2021,16.63,5.98,96.9,82.21,42.74,30.55,1196492.25
Wardha,2025,16.63,5.98,96.9,82.21,42.74,30.55,1692087.75
Wardha,2024,16.63,5.98,96.9,82.21,42.74,30.55,1603030.5
Wardha,2023,16.63,5.98,96.9,82.21,42.74,30.55,1513973.25
Wardha,2022,16.63,5.98,96.9,82.21,42.74,30.55,1424916
Wardha,2021,16.63,5.98,96.9,82.21,42.74,30.55,1335858.75
Wardha,2025,16.63,5.98,96.9,82.21,42.74,30.55,1654350.9
Wardha,2024,16.63,5.98,96.9,82.21,42.74,30.55,1567279.8
Wardha,2023,16.63,5.98,96.9,82.21,42.74,30.55,1480208.7
Wardha,2022,16.63,5.98,96.9,82.21,42.74,30.55,1393137.6
Wardha,2021,16.63,5.98,96.9,82.21,42.74,30.55,1306066.5
Wardha,2025,16.63,5.98,96.9,82.21,42.74,30.55,1775817.9
Wardha,2024,16.63,5.98,96.9,82.21,42.74,30.55,1682353.8
Wardha,2023,16.63,5.98,96.9,82.21,42.74,30.55,1588889.7
Wardha,2022,16.63,5.98,96.9,82.21,42.74,30.55,1495425.6
Wardha,2021,16.63,5.98,96.9,82.21,42.74,30.55,1401961.5
Wardha,2025,16.63,5.98,96.9,82.21,42.74,30.55,2119177.35
Wardha,2024,16.63,5.98,96.9,82.21,42.74,30.55,2007641.7
Wardha,2023,16.63,5.98,96.9,82.21,42.74,30.55,1896106.05
Wardha,2022,16.63,5.98,96.9,82.21,42.74,30.55,1784570.4
Wardha,2021,16.63,5.98,96.9,82.21,42.74,30.55,1673034.75
Washim,2025,23.71,17.1,99.86,98.61,86.48,17.59,1623466.4
Washim,2024,23.71,17.1,99.86,98.61,86.48,17.59,1538020.8
Washim,2023,23.71,17.1,99.86,98.61,86.48,17.59,1452575.2
Washim,2022,23.71,17.1,99.86,98.61,86.48,17.59,1367129.6
Washim,2021,23.71,17.1,99.86,98.61,86.48,17.59,1281684
Washim,2025,23.71,17.1,99.86,98.61,86.48,17.59,1769279.05
Washim,2024,23.71,17.1,99.86,98.61,86.48,17.59,1676159.1
Washim,2023,23.71,17.1,99.86,98.61,86.48,17.59,1583039.15
Washim,2022,23.71,17.1,99.86,98.61,86.48,17.59,1489919.2
Washim,2021,23.71,17.1,99.86,98.61,86.48,17.59,1396799.25
Washim,2025,23.71,17.1,99.86,98.61,86.48,17.59,1820395.7
Washim,2024,23.71,17.1,99.86,98.61,86.48,17.59,1724585.4
Washim,2023,23.71,17.1,99.86,98.61,86.48,17.59,1628775.1
Washim,2022,23.71,17.1,99.86,98.61,86.48,17.59,1532964.8
Washim,2021,23.71,17.1,99.86,98.61,86.48,17.59,1437154.5
Washim,2025,23.71,17.1,99.86,98.61,86.48,17.59,2024371.15
Washim,2024,23.71,17.1,99.86,98.61,86.48,17.59,1917825.3
Washim,2023,23.71,17.1,99.86,98.61,86.48,17.59,1811279.45
Washim,2022,23.71,17.1,99.86,98.61,86.48,17.59,1704733.6
Washim,2021,23.71,17.1,99.86,98.61,86.48,17.59,1598187.75
Washim,2025,23.71,17.1,99.86,98.61,86.48,17.59,1904289.25
Washim,2024,23.71,17.1,99.86,98.61,86.48,17.59,1804063.5
Washim,2023,23.71,17.1,99.86,98.61,86.48,17.59,1703837.75
Washim,2022,23.71,17.1,99.86,98.61,86.48,17.59,1603612
Washim,2021,23.71,17.1,99.86,98.61,86.48,17.59,1503386.25
Yavatmal,2025,38.44,46.54,99.07,94.6,56.17,53.81,1723052.05
Yavatmal,2024,38.44,46.54,99.07,94.6,56.17,53.81,1632365.1
Yavatmal,2023,38.44,46.54,99.07,94.6,56.17,53.81,1541678.15
Yavatmal,2022,38.44,46.54,99.07,94.6,56.17,53.81,1450991.2
Yavatmal,2021,38.44,46.54,99.07,94.6,56.17,53.81,1360304.25
Yavatmal,2025,38.44,46.54,99.07,94.6,56.17,53.81,1771693.95
Yavatmal,2024,38.44,46.54,99.07,94.6,56.17,53.81,1678446.9
Yavatmal,2023,38.44,46.54,99.07,94.6,56.17,53.81,1585199.85
Yavatmal,2022,38.44,46.54,99.07,94.6,56.17,53.81,1491952.8
Yavatmal,2021,38.44,46.54,99.07,94.6,56.17,53.81,1398705.75
Yavatmal,2025,38.44,46.54,99.07,94.6,56.17,53.81,1910614.35
Yavatmal,2024,38.44,46.54,99.07,94.6,56.17,53.81,1810055.7
Yavatmal,2023,38.44,46.54,99.07,94.6,56.17,53.81,1709497.05
Yavatmal,2022,38.44,46.54,99.07,94.6,56.17,53.81,1608938.4
Yavatmal,2021,38.44,46.54,99.07,94.6,56.17,53.81,1508379.75
Yavatmal,2025,38.44,46.54,99.07,94.6,56.17,53.81,2188822.8
Yavatmal,2024,38.44,46.54,99.07,94.6,56.17,53.81,2073621.6
Yavatmal,2023,38.44,46.54,99.07,94.6,56.17,53.81,1958420.4
Yavatmal,2022,38.44,46.54,99.07,94.6,56.17,53.81,1843219.2
Yavatmal,2021,38.44,46.54,99.07,94.6,56.17,53.81,1728018
Yavatmal,2025,38.44,46.54,99.07,94.6,56.17,53.81,2191973
Yavatmal,2024,38.44,46.54,99.07,94.6,56.17,53.81,2076606
Yavatmal,2023,38.44,46.54,99.07,94.6,56.17,53.81,1961239
Yavatmal,2022,38.44,46.54,99.07,94.6,56.17,53.81,1845872
Yavatmal,2021,38.44,46.54,99.07,94.6,56.17,53.81,1730505
Bishnupur,2025,68.72,92.82,82.56,93.85,72.31,41.54,1840738.05
Bishnupur,2024,68.72,92.82,82.56,93.85,72.31,41.54,1743857.1
Bishnupur,2023,68.72,92.82,82.56,93.85,72.31,41.54,1646976.15
Bishnupur,2022,68.72,92.82,82.56,93.85,72.31,41.54,1550095.2
Bishnupur,2021,68.72,92.82,82.56,93.85,72.31,41.54,1453214.25
Bishnupur,2025,68.72,92.82,82.56,93.85,72.31,41.54,1936839.1
Bishnupur,2024,68.72,92.82,82.56,93.85,72.31,41.54,1834900.2
Bishnupur,2023,68.72,92.82,82.56,93.85,72.31,41.54,1732961.3
Bishnupur,2022,68.72,92.82,82.56,93.85,72.31,41.54,1631022.4
Bishnupur,2021,68.72,92.82,82.56,93.85,72.31,41.54,1529083.5
Bishnupur,2025,68.72,92.82,82.56,93.85,72.31,41.54,2085979.6
Bishnupur,2024,68.72,92.82,82.56,93.85,72.31,41.54,1976191.2
Bishnupur,2023,68.72,92.82,82.56,93.85,72.31,41.54,1866402.8
Bishnupur,2022,68.72,92.82,82.56,93.85,72.31,41.54,1756614.4
Bishnupur,2021,68.72,92.82,82.56,93.85,72.31,41.54,1646826
Bishnupur,2025,68.72,92.82,82.56,93.85,72.31,41.54,2236440.6
Bishnupur,2024,68.72,92.82,82.56,93.85,72.31,41.54,2118733.2
Bishnupur,2023,68.72,92.82,82.56,93.85,72.31,41.54,2001025.8
Bishnupur,2022,68.72,92.82,82.56,93.85,72.31,41.54,1883318.4
Bishnupur,2021,68.72,92.82,82.56,93.85,72.31,41.54,1765611
Bishnupur,2025,68.72,92.82,82.56,93.85,72.31,41.54,2295889.7
Bishnupur,2024,68.72,92.82,82.56,93.85,72.31,41.54,2175053.4
Bishnupur,2023,68.72,92.82,82.56,93.85,72.31,41.54,2054217.1
Bishnupur,2022,68.72,92.82,82.56,93.85,72.31,41.54,1933380.8
Bishnupur,2021,68.72,92.82,82.56,93.85,72.31,41.54,1812544.5
Chandel,2025,25,100,75,100,100,75,1899630.45
Chandel,2024,25,100,75,100,100,75,1799649.9
Chandel,2023,25,100,75,100,100,75,1699669.35
Chandel,2022,25,100,75,100,100,75,1599688.8
Chandel,2021,25,100,75,100,100,75,1499708.25
Chandel,2025,25,100,75,100,100,75,1942935.25
Chandel,2024,25,100,75,100,100,75,1840675.5
Chandel,2023,25,100,75,100,100,75,1738415.75
Chandel,2022,25,100,75,100,100,75,1636156
Chandel,2021,25,100,75,100,100,75,1533896.25
Chandel,2025,25,100,75,100,100,75,2256923.55
Chandel,2024,25,100,75,100,100,75,2138138.1
Chandel,2023,25,100,75,100,100,75,2019352.65
Chandel,2022,25,100,75,100,100,75,1900567.2
Chandel,2021,25,100,75,100,100,75,1781781.75
Chandel,2025,25,100,75,100,100,75,2241000.6
Chandel,2024,25,100,75,100,100,75,2123053.2
Chandel,2023,25,100,75,100,100,75,2005105.8
Chandel,2022,25,100,75,100,100,75,1887158.4
Chandel,2021,25,100,75,100,100,75,1769211
Chandel,2025,25,100,75,100,100,75,2570358
Chandel,2024,25,100,75,100,100,75,2435076
Chandel,2023,25,100,75,100,100,75,2299794
Chandel,2022,25,100,75,100,100,75,2164512
Chandel,2021,25,100,75,100,100,75,2029230
Churachandpur,2025,0,100,33.33,100,100,33.33,1957687.8
Churachandpur,2024,0,100,33.33,100,100,33.33,1854651.6
Churachandpur,2023,0,100,33.33,100,100,33.33,1751615.4
Churachandpur,2022,0,100,33.33,100,100,33.33,1648579.2
Churachandpur,2021,0,100,33.33,100,100,33.33,1545543
Churachandpur,2025,0,100,33.33,100,100,33.33,2039245.3
Churachandpur,2024,0,100,33.33,100,100,33.33,1931916.6
